payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
P000454,INV00454,2026-01-26,0.0,Wire,Failed
P000455,INV00455,2025-07-04,13466.18,Credit Card,Partial
P000456,INV00456,2025-04-11,23131.14,Wire,Full
P000457,INV00457,2026-02-24,9782.7,Wire,Partial
P000458,INV00458,2025-11-16,0.0,Credit Card,Failed
P000459,INV00459,2024-08-09,13110.0,Wire,Partial
P000460,INV00460,2026-06-04,19058.83,Bank Transfer,Partial
P000461,INV00461,2026-05-13,25469.12,Wire,Partial
P000462,INV00462,2025-04-01,3884.79,Wire,Partial
P000463,INV00463,2025-07-09,19072.59,Bank Transfer,Partial
P000464,INV00464,2025-07-21,35633.78,Wire,Full
P000465,INV00465,2026-04-13,0.0,Bank Transfer,Failed
P000466,INV00466,2025-09-12,15879.05,Bank Transfer,Full
P000467,INV00467,2025-03-25,31863.219999999998,Credit Card,Full
P000468,INV00468,2026-06-26,10124.12,Bank Transfer,Partial
P000469,INV00469,2025-01-29,36231.619999999995,Bank Transfer,Full
P000470,INV00470,2025-09-19,27157.670000000002,Credit Card,Full
P000471,INV00471,2025-03-13,20469.91,Wire,Full
P000472,INV00472,2025-08-02,16886.27,Bank Transfer,Partial
P000473,INV00473,2024-09-22,25411.64,Credit Card,Partial
P000474,INV00474,2025-07-30,26268.29,Bank Transfer,Full
P000475,INV00475,2026-04-29,5217.68,Bank Transfer,Partial
P000476,INV00476,2024-08-16,26898.55,Wire,Full
P000477,INV00477,2026-05-19,39556.94,Wire,Full
P000478,INV00478,2025-11-03,10732.91,Wire,Partial
P000479,INV00479,2025-10-14,20574.32,Bank Transfer,Full
P000480,INV00480,2025-06-19,47270.94,Bank Transfer,Full
P000481,INV00481,2026-03-26,33391.72,Bank Transfer,Full
P000482,INV00482,2025-07-05,11845.97,Bank Transfer,Full
P000483,INV00483,2026-01-12,18244.67,Credit Card,Full
P000484,INV00484,2026-05-12,16013.04,Bank Transfer,Full
P000485,INV00485,2025-05-31,41035.06,Bank Transfer,Full
P000486,INV00486,2025-07-15,23787.0,Credit Card,Partial
P000487,INV00487,2026-03-04,42164.61,Credit Card,Full
P000488,INV00488,2025-03-17,46363.83,Credit Card,Full
P000489,INV00489,2026-01-16,51198.509999999995,Wire,Full
P000490,INV00490,2024-10-27,16413.36,Credit Card,Full
P000491,INV00491,2025-09-22,54191.18,Credit Card,Full
P000492,INV00492,2026-04-03,22429.03,Credit Card,Full
P000493,INV00493,2024-09-27,42619.98,Bank Transfer,Full
P000494,INV00494,2025-05-28,20871.49,Bank Transfer,Partial
P000495,INV00495,2025-07-20,23148.79,Wire,Full
P000496,INV00496,2025-12-23,34439.79,Wire,Full
P000497,INV00497,2025-03-22,28725.53,Credit Card,Full
P000498,INV00498,2025-10-21,0.0,Credit Card,Failed
P000499,INV00499,2025-05-18,13098.74,Credit Card,Full
P000500,INV00500,2024-10-20,19182.69,Wire,Full
P000501,INV00501,2026-05-18,24963.85,Wire,Full
P000502,INV00502,2025-05-16,12142.05,Wire,Full
P000503,INV00503,2024-11-12,6635.4,Wire,Full
P000504,INV00504,2025-05-02,20626.89,Wire,Full
P000505,INV00505,2026-06-25,30967.65,Wire,Full
P000506,INV00506,2026-02-28,24395.48,Bank Transfer,Full
P000507,INV00507,2025-05-06,11881.89,Wire,Partial
P000508,INV00508,2025-04-16,18447.550000000003,Credit Card,Full
P000509,INV00509,2026-02-21,43714.5,Credit Card,Full
P000510,INV00510,2026-01-27,43567.85999999999,Credit Card,Full
P000511,INV00511,2025-03-13,49464.86,Bank Transfer,Full
P000512,INV00512,2024-06-28,54479.86,Bank Transfer,Full
P000513,INV00513,2025-08-06,0.0,Credit Card,Failed
P000514,INV00514,2024-11-26,12029.27,Credit Card,Full
P000515,INV00515,2025-02-17,48164.94,Wire,Full
P000516,INV00516,2025-10-04,50027.130000000005,Credit Card,Full
P000517,INV00517,2025-05-06,0.0,Bank Transfer,Failed
P000518,INV00518,2024-07-16,4958.13,Wire,Partial
P000519,INV00519,2024-12-26,50993.66,Bank Transfer,Full
P000520,INV00520,2025-10-21,43366.3,Wire,Full
P000521,INV00521,2026-05-14,40945.69,Credit Card,Full
P000522,INV00522,2024-08-10,29261.88,Bank Transfer,Full
P000523,INV00523,2024-09-02,17619.309999999998,Credit Card,Full
P000524,INV00524,2025-02-13,9561.21,Bank Transfer,Partial
P000525,INV00525,2026-05-10,53413.63,Wire,Full
P000526,INV00526,2024-09-05,0.0,Wire,Failed
P000527,INV00527,2026-06-06,43045.75,Credit Card,Full
P000528,INV00528,2025-08-18,50218.53,Wire,Full
P000529,INV00529,2024-08-17,46104.39,Wire,Full
P000530,INV00530,2026-02-23,19534.440000000002,Wire,Full
P000531,INV00531,2024-08-18,29091.44,Credit Card,Partial
P000532,INV00532,2025-02-25,0.0,Credit Card,Failed
P000533,INV00533,2024-08-29,25591.5,Credit Card,Partial
P000534,INV00534,2025-12-07,22206.34,Credit Card,Full
P000535,INV00535,2025-04-07,11061.81,Wire,Full
P000536,INV00536,2025-04-09,39102.91,Wire,Full
P000537,INV00537,2024-12-06,20301.93,Credit Card,Full
P000538,INV00538,2025-08-05,29424.47,Credit Card,Full
P000539,INV00539,2025-01-22,47336.25,Wire,Full
P000540,INV00540,2024-11-18,42828.3,Bank Transfer,Full
P000541,INV00541,2024-11-10,51533.88,Wire,Full
P000542,INV00542,2026-03-18,41400.05,Bank Transfer,Full
P000543,INV00543,2026-03-19,51421.8,Wire,Full
P000544,INV00544,2025-01-27,0.0,Wire,Failed
P000545,INV00545,2025-11-19,46535.57,Bank Transfer,Full
P000546,INV00546,2026-06-01,33952.94,Wire,Partial
P000547,INV00547,2025-05-25,18866.77,Credit Card,Full
P000548,INV00548,2026-06-11,13069.91,Bank Transfer,Full
P000549,INV00549,2025-06-10,15099.82,Credit Card,Full
P000550,INV00550,2026-05-15,48581.06,Bank Transfer,Full
P000551,INV00551,2026-04-17,33944.92,Wire,Full
P000552,INV00552,2025-12-05,3321.3,Bank Transfer,Partial
P000553,INV00553,2026-06-14,14811.83,Bank Transfer,Full
P000554,INV00554,2026-05-08,18359.5,Credit Card,Full
P000555,INV00555,2024-08-29,22777.93,Bank Transfer,Full
P000556,INV00556,2025-06-18,16832.67,Wire,Full
P000557,INV00557,2025-02-08,44682.3,Wire,Full
P000558,INV00558,2024-11-11,16904.51,Bank Transfer,Partial
P000559,INV00559,2025-08-22,44294.41,Wire,Full
P000560,INV00560,2025-08-21,18581.17,Credit Card,Full
P000561,INV00561,2025-04-17,24020.53,Credit Card,Partial
P000562,INV00562,2024-08-20,52222.37,Credit Card,Full
P000563,INV00563,2026-03-01,11828.68,Wire,Full
P000564,INV00564,2025-01-17,55032.0,Credit Card,Full
P000565,INV00565,2026-05-27,22969.79,Wire,Full
P000566,INV00566,2025-05-14,8903.71,Bank Transfer,Full
P000567,INV00567,2025-11-13,37956.88,Wire,Partial
P000568,INV00568,2025-01-22,0.0,Bank Transfer,Failed
P000569,INV00569,2025-07-10,41204.98,Wire,Full
P000570,INV00570,2025-03-28,0.0,Wire,Failed
P000571,INV00571,2025-07-24,32491.11,Credit Card,Full
P000572,INV00572,2025-12-24,35408.3,Credit Card,Partial
P000573,INV00573,2024-12-15,27620.48,Credit Card,Full
P000574,INV00574,2025-03-26,16363.97,Bank Transfer,Full
P000575,INV00575,2025-06-24,27482.269999999997,Bank Transfer,Full
P000576,INV00576,2025-06-29,18628.95,Credit Card,Partial
P000577,INV00577,2026-02-26,13127.23,Bank Transfer,Full
P000578,INV00578,2026-04-04,19977.84,Wire,Partial
P000579,INV00579,2025-12-07,43813.71,Credit Card,Full
P000580,INV00580,2025-08-27,14803.45,Credit Card,Full
P000581,INV00581,2025-12-02,10083.51,Credit Card,Full
P000582,INV00582,2025-10-15,5761.96,Bank Transfer,Partial
P000583,INV00583,2025-08-11,26966.94,Wire,Full
P000584,INV00584,2024-07-24,29418.71,Wire,Full
P000585,INV00585,2025-12-03,51652.229999999996,Wire,Full
P000586,INV00586,2024-09-29,35670.67,Wire,Full
P000587,INV00587,2024-08-25,29994.06,Bank Transfer,Full
P000588,INV00588,2025-03-07,29721.120000000003,Wire,Full
P000589,INV00589,2025-10-30,31936.27,Wire,Full
P000590,INV00590,2025-08-06,55599.31,Bank Transfer,Full
P000591,INV00591,2025-01-17,51124.58,Credit Card,Full
P000592,INV00592,2026-02-20,34356.369999999995,Credit Card,Full
P000593,INV00593,2026-01-17,28752.8,Bank Transfer,Full
P000594,INV00594,2025-04-20,13528.01,Bank Transfer,Full
P000595,INV00595,2025-06-21,27043.53,Bank Transfer,Full
P000596,INV00596,2025-05-18,46254.9,Bank Transfer,Full
P000597,INV00597,2026-02-04,58785.8,Wire,Full
P000598,INV00598,2024-08-19,10317.37,Credit Card,Partial
P000599,INV00599,2026-01-20,43582.82,Credit Card,Full
P000600,INV00600,2026-04-20,38193.619999999995,Credit Card,Full
P000601,INV00601,2025-09-21,0.0,Wire,Failed
P000602,INV00602,2026-05-28,20146.11,Credit Card,Partial
P000603,INV00603,2025-04-13,33838.92,Bank Transfer,Full
P000604,INV00604,2025-01-05,31388.36,Bank Transfer,Full
P000605,INV00605,2025-08-16,48847.85,Wire,Full
P000606,INV00606,2026-02-21,14581.68,Bank Transfer,Full
P000607,INV00607,2026-02-05,48177.469999999994,Wire,Full
P000608,INV00608,2026-06-26,6897.71,Bank Transfer,Partial
P000609,INV00609,2025-11-13,58785.83,Wire,Full
P000610,INV00610,2025-07-24,24630.870000000003,Credit Card,Full
P000611,INV00611,2025-11-01,31139.14,Wire,Full
P000612,INV00612,2024-11-26,53648.08,Credit Card,Full
P000613,INV00613,2025-02-03,25645.2,Credit Card,Partial
P000614,INV00614,2026-06-28,22723.33,Credit Card,Full
P000615,INV00615,2025-06-20,12007.45,Wire,Partial
P000616,INV00616,2025-08-12,11275.9,Bank Transfer,Full
P000617,INV00617,2024-10-25,21660.55,Credit Card,Partial
P000618,INV00618,2025-08-12,27191.38,Credit Card,Full
P000619,INV00619,2026-06-28,41730.49,Credit Card,Full
P000620,INV00620,2024-11-06,13619.36,Credit Card,Partial
P000621,INV00621,2025-05-25,53277.95,Wire,Full
P000622,INV00622,2025-01-29,24257.949999999997,Wire,Full
P000623,INV00623,2025-06-19,13700.58,Credit Card,Partial
P000624,INV00624,2025-04-24,32543.53,Bank Transfer,Full
P000625,INV00625,2026-03-06,0.0,Credit Card,Failed
P000626,INV00626,2026-01-19,0.0,Wire,Failed
P000627,INV00627,2025-08-02,23553.11,Wire,Partial
P000628,INV00628,2025-07-07,35022.95,Credit Card,Full
P000629,INV00629,2025-06-26,25760.48,Bank Transfer,Full
P000630,INV00630,2025-10-29,0.0,Wire,Failed
P000631,INV00631,2024-08-26,25938.05,Credit Card,Full
P000632,INV00632,2026-04-28,8629.67,Credit Card,Full
P000633,INV00633,2025-07-24,7290.28,Bank Transfer,Full
P000634,INV00634,2026-02-19,32724.21,Bank Transfer,Partial
P000635,INV00635,2026-04-07,10931.19,Wire,Full
P000636,INV00636,2024-08-01,7815.29,Bank Transfer,Full
P000637,INV00637,2024-08-27,48567.52,Credit Card,Full
P000638,INV00638,2025-02-03,12930.369999999999,Credit Card,Full
P000639,INV00639,2024-09-20,15282.01,Bank Transfer,Full
P000640,INV00640,2026-01-24,10235.41,Bank Transfer,Partial
P000641,INV00641,2026-06-23,47663.4,Bank Transfer,Full
P000642,INV00642,2024-10-16,14349.849999999999,Bank Transfer,Full
P000643,INV00643,2024-09-26,0.0,Credit Card,Failed
P000644,INV00644,2024-11-08,5472.93,Wire,Partial
P000645,INV00645,2025-02-21,23797.19,Wire,Full
P000646,INV00646,2024-07-26,9477.02,Wire,Full
P000647,INV00647,2024-08-04,28671.43,Bank Transfer,Partial
P000648,INV00648,2026-01-25,11533.37,Credit Card,Partial
P000649,INV00649,2025-10-19,33821.86,Credit Card,Full
P000650,INV00650,2026-05-11,60956.33,Bank Transfer,Full
P000651,INV00651,2025-04-24,20235.92,Bank Transfer,Full
P000652,INV00652,2025-07-18,41348.48,Bank Transfer,Full
P000653,INV00653,2026-01-29,54400.58,Credit Card,Full
P000654,INV00654,2024-08-23,12657.23,Credit Card,Full
P000655,INV00655,2026-01-25,23077.92,Wire,Partial
P000656,INV00656,2025-03-02,13934.369999999999,Bank Transfer,Full
P000657,INV00657,2025-05-28,14757.79,Wire,Partial
P000658,INV00658,2025-01-08,37378.74,Wire,Full
P000659,INV00659,2025-08-03,7876.14,Wire,Full
P000660,INV00660,2024-11-16,42098.58,Credit Card,Full
P000661,INV00661,2025-01-08,0.0,Wire,Failed
P000662,INV00662,2025-08-06,0.0,Credit Card,Failed
P000663,INV00663,2024-08-21,0.0,Credit Card,Failed
P000664,INV00664,2025-04-04,0.0,Credit Card,Failed
P000665,INV00665,2024-08-23,48200.02,Bank Transfer,Full
P000666,INV00666,2024-10-11,48422.97,Bank Transfer,Full
P000667,INV00667,2025-04-26,0.0,Wire,Failed
P000668,INV00668,2025-08-14,16973.26,Credit Card,Partial
P000669,INV00669,2025-12-20,52876.58,Credit Card,Full
P000670,INV00670,2026-05-30,52453.4,Wire,Full
P000671,INV00671,2025-09-20,38947.899999999994,Credit Card,Full
P000672,INV00672,2026-03-13,39463.45,Wire,Full
P000673,INV00673,2025-11-29,11749.19,Credit Card,Full
P000674,INV00674,2025-09-20,34121.99,Credit Card,Full
P000675,INV00675,2025-08-10,30301.61,Wire,Full
P000676,INV00676,2025-02-10,27751.86,Bank Transfer,Full
P000677,INV00677,2025-06-29,29840.4,Wire,Full
P000678,INV00678,2025-04-13,6889.25,Wire,Partial
P000679,INV00679,2025-07-29,55407.99,Bank Transfer,Full
P000680,INV00680,2024-07-09,51691.57,Credit Card,Full
P000681,INV00681,2025-01-05,38566.54,Credit Card,Full
P000682,INV00682,2025-04-13,11995.73,Bank Transfer,Partial
P000683,INV00683,2025-11-29,36153.47,Wire,Full
P000684,INV00684,2024-07-24,19249.03,Credit Card,Full
P000685,INV00685,2024-10-10,33864.64,Credit Card,Partial
P000686,INV00686,2026-04-04,16025.21,Bank Transfer,Full
P000687,INV00687,2025-08-03,27075.21,Wire,Partial
P000688,INV00688,2025-12-09,31158.600000000002,Wire,Full
P000689,INV00689,2025-11-16,42125.0,Credit Card,Full
P000690,INV00690,2025-05-16,11744.57,Wire,Partial
P000691,INV00691,2025-08-26,24529.71,Bank Transfer,Partial
P000692,INV00692,2026-05-11,45416.530000000006,Wire,Full
P000693,INV00693,2026-04-24,58297.45,Wire,Full
P000694,INV00694,2024-07-24,18245.99,Credit Card,Partial
P000695,INV00695,2024-09-28,23828.190000000002,Bank Transfer,Full
P000696,INV00696,2026-02-28,24731.050000000003,Credit Card,Full
P000697,INV00697,2026-01-13,15628.310000000001,Wire,Full
P000698,INV00698,2025-09-03,56237.47,Wire,Full
P000699,INV00699,2025-10-21,20276.78,Bank Transfer,Full
P000700,INV00700,2026-05-19,0.0,Credit Card,Failed
P000701,INV00701,2025-09-11,25227.66,Credit Card,Partial
P000702,INV00702,2025-01-02,42961.81,Wire,Full
P000703,INV00703,2026-03-26,38101.88,Bank Transfer,Full
P000704,INV00704,2025-06-18,19453.23,Credit Card,Partial
P000705,INV00705,2026-04-06,37510.04,Wire,Full
P000706,INV00706,2025-10-28,27137.64,Bank Transfer,Full
P000707,INV00707,2024-07-10,57929.380000000005,Wire,Full
P000708,INV00708,2025-06-15,16662.43,Credit Card,Full
P000709,INV00709,2026-01-09,0.0,Bank Transfer,Failed
P000710,INV00710,2024-09-26,41849.9,Wire,Full
P000711,INV00711,2024-07-22,44252.9,Wire,Full
P000712,INV00712,2025-10-25,0.0,Credit Card,Failed
P000713,INV00713,2024-10-17,13298.7,Bank Transfer,Partial
P000714,INV00714,2025-09-04,24301.54,Bank Transfer,Full
P000715,INV00715,2025-09-29,15370.73,Credit Card,Full
P000716,INV00716,2026-01-14,19185.04,Credit Card,Partial
P000717,INV00717,2026-05-01,43863.44,Wire,Full
P000718,INV00718,2025-08-21,42832.32,Bank Transfer,Full
P000719,INV00719,2025-12-27,37958.240000000005,Bank Transfer,Full
P000720,INV00720,2026-06-07,21862.480000000003,Wire,Full
P000721,INV00721,2024-10-08,51099.83,Credit Card,Full
P000722,INV00722,2025-02-23,0.0,Credit Card,Failed
P000723,INV00723,2025-01-18,0.0,Bank Transfer,Failed
P000724,INV00724,2025-04-15,17230.52,Bank Transfer,Full
P000725,INV00725,2025-03-15,23557.55,Wire,Full
P000726,INV00726,2025-01-17,53672.579999999994,Wire,Full
P000727,INV00727,2025-11-27,31256.6,Bank Transfer,Full
P000728,INV00728,2024-12-16,42606.05,Bank Transfer,Full
P000729,INV00729,2026-06-14,48586.71,Credit Card,Full
P000730,INV00730,2025-01-24,30747.059999999998,Wire,Full
P000731,INV00731,2024-07-01,45158.479999999996,Bank Transfer,Full
P000732,INV00732,2025-03-20,38353.15,Bank Transfer,Full
P000733,INV00733,2024-10-12,0.0,Bank Transfer,Failed
P000734,INV00734,2025-08-04,49532.100000000006,Wire,Full
P000735,INV00735,2025-04-13,37737.09,Wire,Full
P000736,INV00736,2025-07-17,33356.61,Wire,Full
P000737,INV00737,2025-04-16,46167.54,Wire,Full
P000738,INV00738,2026-03-23,54807.270000000004,Bank Transfer,Full
P000739,INV00739,2026-03-18,20663.18,Wire,Full
P000740,INV00740,2026-05-16,41940.62,Credit Card,Partial
P000741,INV00741,2025-05-08,38769.14,Wire,Full
P000742,INV00742,2026-02-16,13081.29,Wire,Partial
P000743,INV00743,2024-10-07,14592.75,Wire,Full
P000744,INV00744,2026-03-06,50599.38,Credit Card,Full
P000745,INV00745,2026-03-06,35092.76,Wire,Full
P000746,INV00746,2025-01-19,27879.38,Bank Transfer,Full
P000747,INV00747,2025-07-05,41348.16,Credit Card,Full
P000748,INV00748,2024-11-06,32123.83,Wire,Full
P000749,INV00749,2026-02-28,15363.83,Bank Transfer,Partial
P000750,INV00750,2025-08-08,52393.380000000005,Bank Transfer,Full
P000751,INV00751,2025-06-04,39700.69,Wire,Full
P000752,INV00752,2024-09-02,25881.68,Credit Card,Full
P000753,INV00753,2025-01-21,24031.59,Wire,Full
P000754,INV00754,2026-04-27,32091.55,Wire,Full
P000755,INV00755,2026-02-07,15093.61,Credit Card,Full
P000756,INV00756,2024-11-16,21967.6,Bank Transfer,Full
P000757,INV00757,2025-07-07,16838.71,Wire,Full
P000758,INV00758,2025-05-06,49203.13,Bank Transfer,Full
P000759,INV00759,2025-09-19,42638.92,Bank Transfer,Full
P000760,INV00760,2024-12-03,13732.849999999999,Credit Card,Full
P000761,INV00761,2024-07-12,17946.55,Wire,Partial
P000762,INV00762,2025-07-10,15318.31,Credit Card,Partial
P000763,INV00763,2025-05-10,36103.86,Credit Card,Full
P000764,INV00764,2025-04-06,40691.8,Wire,Full
P000765,INV00765,2025-05-19,49350.53999999999,Credit Card,Full
P000766,INV00766,2025-09-05,14928.84,Bank Transfer,Full
P000767,INV00767,2025-11-18,14563.25,Bank Transfer,Full
P000768,INV00768,2025-06-11,38121.92,Wire,Full
P000769,INV00769,2024-09-30,12003.96,Credit Card,Full
P000770,INV00770,2025-10-08,16811.54,Wire,Partial
P000771,INV00771,2024-11-28,30846.870000000003,Wire,Full
P000772,INV00772,2025-08-09,0.0,Wire,Failed
P000773,INV00773,2024-08-08,21969.44,Bank Transfer,Partial
P000774,INV00774,2025-09-27,24359.73,Bank Transfer,Full
P000775,INV00775,2025-02-13,0.0,Wire,Failed
P000776,INV00776,2025-05-27,25837.19,Wire,Partial
P000777,INV00777,2025-04-26,0.0,Bank Transfer,Failed
P000778,INV00778,2025-07-19,15738.16,Credit Card,Full
P000779,INV00779,2025-01-02,39151.01,Wire,Full
P000780,INV00780,2025-03-26,18280.96,Wire,Partial
P000781,INV00781,2025-10-19,55075.03,Bank Transfer,Full
P000782,INV00782,2026-01-04,30357.980000000003,Wire,Full
P000783,INV00783,2024-07-12,20045.09,Credit Card,Partial
P000784,INV00784,2024-11-14,26519.63,Credit Card,Full
P000785,INV00785,2025-06-24,6272.77,Credit Card,Partial
P000786,INV00786,2025-01-20,0.0,Bank Transfer,Failed
P000787,INV00787,2026-02-10,17600.78,Bank Transfer,Partial
P000788,INV00788,2024-11-21,23464.63,Credit Card,Partial
P000789,INV00789,2024-07-18,54853.66,Credit Card,Full
P000790,INV00790,2024-07-30,21623.629999999997,Wire,Full
P000791,INV00791,2025-06-03,41037.86,Wire,Full
P000792,INV00792,2025-04-26,44244.04,Bank Transfer,Full
P000793,INV00793,2026-03-16,53885.5,Bank Transfer,Full
P000794,INV00794,2024-09-03,13215.74,Credit Card,Partial
P000795,INV00795,2026-03-16,35178.82,Wire,Full
P000796,INV00796,2025-02-18,17284.38,Wire,Full
P000797,INV00797,2026-04-20,5996.35,Wire,Partial
P000798,INV00798,2026-05-18,14449.45,Bank Transfer,Full
P000799,INV00799,2026-05-01,24072.27,Wire,Full
P000800,INV00800,2025-11-29,31179.600000000002,Bank Transfer,Full
P000801,INV00801,2024-08-08,15532.43,Credit Card,Full
P000802,INV00802,2026-04-02,21680.83,Bank Transfer,Partial
P000803,INV00803,2026-01-21,0.0,Wire,Failed
P000804,INV00804,2024-08-19,22496.84,Credit Card,Full
P000805,INV00805,2026-05-29,30888.03,Bank Transfer,Partial
P000806,INV00806,2025-03-27,57268.78,Wire,Full
P000807,INV00807,2026-02-03,27478.12,Bank Transfer,Full
P000808,INV00808,2024-07-16,39064.399999999994,Credit Card,Full
P000809,INV00809,2024-06-19,56013.5,Bank Transfer,Full
P000810,INV00810,2026-06-17,20509.030000000002,Credit Card,Full
P000811,INV00811,2025-10-10,37564.92,Wire,Full
P000812,INV00812,2025-01-19,21337.75,Bank Transfer,Full
P000813,INV00813,2026-05-24,38270.0,Wire,Full
P000814,INV00814,2026-04-03,20110.92,Bank Transfer,Full
P000815,INV00815,2025-05-23,51935.53999999999,Wire,Full
P000816,INV00816,2025-12-10,22374.9,Bank Transfer,Full
P000817,INV00817,2025-11-10,17847.97,Wire,Partial
P000818,INV00818,2025-09-15,18606.87,Bank Transfer,Full
P000819,INV00819,2026-06-04,18079.6,Wire,Partial
P000820,INV00820,2026-03-05,41903.939999999995,Wire,Full
P000821,INV00821,2025-07-04,15480.37,Wire,Full
P000822,INV00822,2026-02-07,25554.390000000003,Credit Card,Full
P000823,INV00823,2024-07-05,28204.31,Credit Card,Full
P000824,INV00824,2024-11-30,17300.83,Credit Card,Full
P000825,INV00825,2026-05-20,13628.95,Bank Transfer,Full
P000826,INV00826,2024-11-26,27780.23,Wire,Full
P000827,INV00827,2026-03-01,28348.28,Credit Card,Full
P000828,INV00828,2026-04-30,40315.46,Credit Card,Full
P000829,INV00829,2025-04-29,4917.23,Credit Card,Partial
P000830,INV00830,2025-06-23,11618.95,Credit Card,Partial
P000831,INV00831,2026-04-13,21131.12,Bank Transfer,Full
P000832,INV00832,2024-10-16,33288.2,Credit Card,Full
P000833,INV00833,2026-02-15,40382.94,Credit Card,Full
P000834,INV00834,2025-11-01,42417.96,Credit Card,Full
P000835,INV00835,2024-07-28,25146.74,Wire,Partial
P000836,INV00836,2024-10-03,50524.83,Credit Card,Partial
