claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL00635,S088864,14406,Lost Container,Open
CL00636,S040212,10658,Customs Issue,Closed
CL00637,S045948,11752,Damage,Closed
CL00638,S023598,6318,Late Delivery,Closed
CL00639,S035496,14116,Late Delivery,Open
CL00640,S060540,14528,Damage,Open
CL00641,S087256,7464,Lost Container,Closed
CL00642,S066566,9277,Damage,Open
CL00643,S076366,5708,Lost Container,Under Review
CL00644,S008310,7729,Late Delivery,Open
CL00645,S093817,14954,Damage,Open
CL00646,S030970,14059,Customs Issue,Under Review
CL00647,S073035,14177,Customs Issue,Closed
CL00648,S000407,4910,Late Delivery,Open
CL00649,S067356,12984,Late Delivery,Under Review
CL00650,S036873,711,Customs Issue,Under Review
CL00651,S087904,12447,Lost Container,Under Review
CL00652,S024938,3630,Lost Container,Open
CL00653,S013364,3474,Late Delivery,Under Review
CL00654,S076917,1160,Customs Issue,Under Review
CL00655,S093176,13514,Damage,Under Review
CL00656,S082441,1867,Lost Container,Closed
CL00657,S075534,12360,Lost Container,Open
CL00658,S051524,12251,Damage,Open
CL00659,S079168,13105,Late Delivery,Closed
CL00660,S048466,3655,Lost Container,Open
CL00661,S023052,1002,Lost Container,Under Review
CL00662,S051578,940,Late Delivery,Under Review
CL00663,S014931,8640,Late Delivery,Closed
CL00664,S016157,2941,Damage,Open
CL00665,S076231,14669,Late Delivery,Open
CL00666,S048003,8366,Lost Container,Under Review
CL00667,S000191,7178,Late Delivery,Open
CL00668,S036155,13172,Lost Container,Closed
CL00669,S027262,6092,Customs Issue,Closed
CL00670,S088333,3759,Late Delivery,Open
CL00671,S090758,8957,Customs Issue,Under Review
CL00672,S039214,13638,Lost Container,Under Review
CL00673,S047282,6609,Late Delivery,Closed
CL00674,S064547,14687,Late Delivery,Under Review
CL00675,S060164,998,Lost Container,Under Review
CL00676,S015090,5985,Late Delivery,Under Review
CL00677,S082364,8362,Customs Issue,Closed
CL00678,S076563,4862,Late Delivery,Closed
CL00679,S032154,9932,Late Delivery,Under Review
CL00680,S018911,12527,Lost Container,Under Review
CL00681,S003922,9980,Damage,Open
CL00682,S086066,1120,Customs Issue,Under Review
CL00683,S045685,6810,Customs Issue,Open
CL00684,S016208,4413,Damage,Closed
CL00685,S027435,10537,Lost Container,Open
CL00686,S056101,14554,Late Delivery,Closed
CL00687,S000240,5896,Damage,Closed
CL00688,S068859,7394,Damage,Closed
CL00689,S019343,2503,Lost Container,Under Review
CL00690,S099499,9965,Damage,Open
CL00691,S013384,556,Late Delivery,Open
CL00692,S076349,14031,Customs Issue,Closed
CL00693,S070009,13640,Lost Container,Under Review
CL00694,S065755,7091,Lost Container,Open
CL00695,S026795,3729,Late Delivery,Under Review
CL00696,S037952,7325,Late Delivery,Open
CL00697,S037757,12287,Customs Issue,Under Review
CL00698,S023640,8701,Late Delivery,Under Review
CL00699,S018591,10568,Late Delivery,Open
CL00700,S056252,3737,Late Delivery,Open
CL00701,S073719,7598,Customs Issue,Open
CL00702,S028549,10206,Late Delivery,Under Review
CL00703,S032337,11909,Lost Container,Open
CL00704,S098456,12161,Lost Container,Under Review
CL00705,S048839,14239,Damage,Closed
CL00706,S027793,10070,Late Delivery,Open
CL00707,S042649,4325,Late Delivery,Under Review
CL00708,S071005,8709,Customs Issue,Under Review
CL00709,S089820,13374,Customs Issue,Open
CL00710,S097920,9463,Lost Container,Under Review
CL00711,S085075,14191,Customs Issue,Under Review
CL00712,S044582,14811,Customs Issue,Open
CL00713,S054479,7809,Late Delivery,Open
CL00714,S041011,12134,Customs Issue,Open
CL00715,S052319,4161,Late Delivery,Open
CL00716,S084414,12523,Customs Issue,Under Review
CL00717,S033578,2766,Customs Issue,Under Review
CL00718,S025538,12836,Late Delivery,Under Review
CL00719,S084143,11533,Lost Container,Closed
CL00720,S077979,8418,Lost Container,Under Review
CL00721,S026589,7643,Damage,Under Review
CL00722,S018064,3076,Customs Issue,Under Review
CL00723,S018192,6226,Lost Container,Open
CL00724,S015636,9009,Late Delivery,Under Review
CL00725,S026422,14706,Customs Issue,Under Review
CL00726,S017735,2702,Late Delivery,Closed
CL00727,S022661,2293,Damage,Under Review
CL00728,S046976,6829,Late Delivery,Closed
CL00729,S025949,9678,Customs Issue,Open
CL00730,S021866,8690,Late Delivery,Open
CL00731,S015231,11103,Late Delivery,Under Review
CL00732,S073139,14253,Lost Container,Closed
CL00733,S015648,9858,Damage,Closed
CL00734,S064428,11979,Damage,Open
CL00735,S039636,13842,Customs Issue,Closed
CL00736,S094802,7084,Lost Container,Closed
CL00737,S027960,9685,Lost Container,Closed
CL00738,S050435,1014,Damage,Open
CL00739,S093037,7061,Late Delivery,Closed
CL00740,S006666,7835,Late Delivery,Under Review
CL00741,S018968,13239,Customs Issue,Open
CL00742,S053163,14718,Damage,Open
CL00743,S050319,8341,Damage,Closed
CL00744,S086350,2268,Customs Issue,Closed
CL00745,S001480,3438,Customs Issue,Open
CL00746,S039609,12381,Lost Container,Closed
CL00747,S086287,14626,Customs Issue,Under Review
CL00748,S098993,9153,Customs Issue,Open
CL00749,S020414,6657,Customs Issue,Under Review
CL00750,S031195,10167,Customs Issue,Closed
CL00751,S026943,4228,Damage,Open
CL00752,S036888,6663,Late Delivery,Closed
CL00753,S031393,5934,Customs Issue,Closed
CL00754,S004802,14242,Damage,Closed
CL00755,S012167,6390,Damage,Closed
CL00756,S022706,13826,Damage,Closed
CL00757,S097489,12423,Damage,Closed
CL00758,S052104,1483,Damage,Under Review
CL00759,S092179,3482,Lost Container,Under Review
CL00760,S044266,5431,Late Delivery,Closed
CL00761,S097194,9191,Late Delivery,Under Review
CL00762,S096608,13340,Late Delivery,Open
CL00763,S080512,10766,Damage,Closed
CL00764,S030474,4912,Damage,Closed
CL00765,S023908,6849,Damage,Closed
CL00766,S047223,9865,Lost Container,Closed
CL00767,S020467,2678,Late Delivery,Under Review
CL00768,S028860,13084,Damage,Closed
CL00769,S034636,13312,Customs Issue,Closed
CL00770,S022104,5575,Damage,Under Review
CL00771,S083044,2587,Lost Container,Open
CL00772,S087802,5407,Lost Container,Closed
CL00773,S030534,4806,Lost Container,Closed
CL00774,S036697,14973,Late Delivery,Open
CL00775,S096462,14058,Lost Container,Under Review
CL00776,S082923,5263,Lost Container,Closed
CL00777,S086553,5448,Late Delivery,Under Review
CL00778,S024189,4474,Late Delivery,Open
CL00779,S025934,1702,Late Delivery,Closed
CL00780,S000087,6605,Late Delivery,Under Review
CL00781,S059387,1231,Customs Issue,Closed
CL00782,S061850,8181,Lost Container,Open
CL00783,S029663,5636,Late Delivery,Closed
CL00784,S083852,2192,Late Delivery,Closed
CL00785,S074308,10758,Customs Issue,Closed
CL00786,S034029,7214,Customs Issue,Open
CL00787,S064126,8202,Late Delivery,Open
CL00788,S074912,10834,Late Delivery,Closed
CL00789,S053468,13774,Customs Issue,Closed
CL00790,S029965,6215,Damage,Closed
CL00791,S054307,1124,Lost Container,Under Review
CL00792,S029803,7229,Damage,Open
CL00793,S049817,8742,Late Delivery,Closed
CL00794,S085135,10344,Late Delivery,Closed
CL00795,S095398,12908,Late Delivery,Open
CL00796,S074583,1785,Lost Container,Open
CL00797,S085743,8310,Damage,Closed
CL00798,S071642,5811,Damage,Under Review
CL00799,S097882,14971,Damage,Under Review
CL00800,S037210,7187,Customs Issue,Open
CL00801,S006212,7668,Customs Issue,Closed
CL00802,S005898,7715,Damage,Under Review
CL00803,S042384,14438,Late Delivery,Open
CL00804,S093591,11433,Late Delivery,Under Review
CL00805,S001548,5280,Damage,Open
CL00806,S036600,5262,Late Delivery,Open
CL00807,S081381,1822,Damage,Under Review
CL00808,S078775,6750,Lost Container,Under Review
CL00809,S031577,11102,Late Delivery,Open
CL00810,S086422,13234,Lost Container,Closed
CL00811,S032193,650,Late Delivery,Under Review
CL00812,S024391,3686,Lost Container,Open
CL00813,S058633,12445,Damage,Closed
CL00814,S015710,5356,Customs Issue,Open
CL00815,S029419,5392,Damage,Closed
CL00816,S076701,8473,Damage,Under Review
CL00817,S030533,11975,Late Delivery,Open
CL00818,S023831,6134,Lost Container,Closed
CL00819,S099032,4903,Lost Container,Open
CL00820,S052445,14139,Late Delivery,Open
CL00821,S029598,5765,Lost Container,Open
CL00822,S062147,6969,Damage,Open
CL00823,S048345,11000,Damage,Under Review
CL00824,S044865,13037,Damage,Open
CL00825,S048867,5238,Lost Container,Open
CL00826,S019801,13866,Lost Container,Closed
CL00827,S099025,11646,Damage,Open
CL00828,S065465,940,Lost Container,Under Review
CL00829,S056875,8127,Lost Container,Closed
CL00830,S018075,10126,Damage,Under Review
CL00831,S010540,1882,Late Delivery,Under Review
CL00832,S018721,971,Damage,Open
CL00833,S079307,6523,Late Delivery,Closed
CL00834,S093683,2184,Damage,Closed
CL00835,S095406,4229,Late Delivery,Under Review
CL00836,S068860,13614,Customs Issue,Under Review
CL00837,S059461,14646,Late Delivery,Closed
CL00838,S072604,10764,Damage,Under Review
CL00839,S038672,2638,Late Delivery,Closed
CL00840,S063585,3581,Late Delivery,Closed
CL00841,S009098,2841,Late Delivery,Under Review
CL00842,S092515,924,Customs Issue,Under Review
CL00843,S067974,10008,Damage,Open
CL00844,S035797,8311,Late Delivery,Closed
CL00845,S094160,8999,Lost Container,Open
CL00846,S016946,9640,Late Delivery,Closed
CL00847,S049281,14166,Lost Container,Under Review
CL00848,S018739,713,Lost Container,Under Review
CL00849,S076330,14788,Customs Issue,Open
CL00850,S067884,13404,Late Delivery,Closed
CL00851,S076871,7834,Lost Container,Closed
CL00852,S069351,9123,Late Delivery,Closed
CL00853,S032873,9661,Customs Issue,Open
CL00854,S045405,8142,Lost Container,Closed
CL00855,S073661,6248,Customs Issue,Under Review
CL00856,S048684,8331,Late Delivery,Open
CL00857,S008213,6693,Late Delivery,Closed
CL00858,S027754,679,Damage,Closed
CL00859,S022502,7519,Lost Container,Open
CL00860,S046924,3211,Damage,Closed
CL00861,S042559,6292,Lost Container,Open
CL00862,S026962,8032,Damage,Open
CL00863,S072691,8296,Lost Container,Open
CL00864,S046120,6736,Late Delivery,Open
CL00865,S030388,3398,Customs Issue,Closed
CL00866,S064248,2013,Customs Issue,Open
CL00867,S022038,1641,Late Delivery,Under Review
CL00868,S039505,7867,Late Delivery,Open
CL00869,S017868,8044,Damage,Open
CL00870,S088559,12084,Customs Issue,Under Review
CL00871,S070210,14181,Damage,Under Review
CL00872,S051883,9299,Lost Container,Open
CL00873,S099955,12793,Customs Issue,Closed
CL00874,S082340,12762,Late Delivery,Open
CL00875,S074170,13934,Lost Container,Under Review
CL00876,S076095,5298,Lost Container,Closed
CL00877,S098700,11074,Lost Container,Closed
CL00878,S093026,12876,Late Delivery,Under Review
CL00879,S089128,7117,Customs Issue,Open
CL00880,S082874,3386,Late Delivery,Open
CL00881,S018399,13540,Customs Issue,Under Review
CL00882,S079665,6273,Lost Container,Under Review
CL00883,S041512,1942,Lost Container,Open
CL00884,S097507,12400,Late Delivery,Open
CL00885,S088543,6139,Customs Issue,Closed
CL00886,S070272,13641,Damage,Open
CL00887,S030253,12181,Lost Container,Open
CL00888,S009805,13621,Customs Issue,Open
CL00889,S079456,3231,Customs Issue,Under Review
CL00890,S055918,6937,Lost Container,Open
CL00891,S016492,13171,Lost Container,Closed
CL00892,S004217,7017,Customs Issue,Under Review
CL00893,S059123,2418,Damage,Under Review
CL00894,S088206,8843,Lost Container,Under Review
CL00895,S002423,6730,Late Delivery,Open
CL00896,S010888,6005,Damage,Open
CL00897,S071041,12978,Customs Issue,Open
CL00898,S097745,8398,Late Delivery,Under Review
CL00899,S090793,10268,Damage,Under Review
CL00900,S012508,13045,Late Delivery,Open
CL00901,S013090,9995,Lost Container,Under Review
CL00902,S067419,8988,Customs Issue,Under Review
CL00903,S008304,12537,Customs Issue,Under Review
CL00904,S048242,7481,Late Delivery,Open
CL00905,S098103,3119,Damage,Open
CL00906,S020121,13622,Customs Issue,Closed
CL00907,S041759,4048,Damage,Closed
CL00908,S049345,14016,Damage,Under Review
CL00909,S062994,11454,Late Delivery,Open
CL00910,S082807,8929,Late Delivery,Under Review
CL00911,S065304,11008,Late Delivery,Closed
CL00912,S047639,2899,Late Delivery,Under Review
CL00913,S005108,6897,Lost Container,Closed
CL00914,S096899,9121,Customs Issue,Closed
CL00915,S041862,10406,Damage,Open
CL00916,S082682,14084,Damage,Under Review
CL00917,S044127,691,Customs Issue,Closed
CL00918,S075405,13351,Customs Issue,Open
CL00919,S096025,6777,Customs Issue,Under Review
CL00920,S067633,11439,Late Delivery,Closed
CL00921,S062972,9455,Late Delivery,Closed
CL00922,S032474,8709,Customs Issue,Open
CL00923,S022854,13353,Late Delivery,Under Review
CL00924,S033325,13721,Customs Issue,Open
CL00925,S094175,3150,Lost Container,Under Review
CL00926,S000875,3573,Lost Container,Open
CL00927,S021205,13540,Late Delivery,Open
CL00928,S083269,6604,Customs Issue,Closed
CL00929,S045565,3101,Lost Container,Open
CL00930,S069830,7381,Late Delivery,Closed
CL00931,S076184,7580,Customs Issue,Open
CL00932,S001286,1684,Late Delivery,Open
CL00933,S061917,13673,Lost Container,Closed
CL00934,S024891,13052,Damage,Closed
CL00935,S028378,6794,Late Delivery,Open
CL00936,S000545,2387,Customs Issue,Under Review
CL00937,S056634,14379,Lost Container,Open
CL00938,S017235,724,Damage,Under Review
CL00939,S088365,14132,Lost Container,Open
CL00940,S098802,6408,Damage,Closed
CL00941,S002453,14174,Damage,Open
CL00942,S077977,10573,Customs Issue,Closed
CL00943,S060075,14488,Customs Issue,Under Review
CL00944,S045080,7683,Late Delivery,Under Review
CL00945,S097384,10356,Lost Container,Under Review
CL00946,S047366,9535,Damage,Closed
CL00947,S085643,12727,Late Delivery,Open
CL00948,S033815,14161,Late Delivery,Open
CL00949,S055633,5043,Customs Issue,Under Review
CL00950,S088013,4225,Late Delivery,Open
CL00951,S010133,2479,Late Delivery,Closed
CL00952,S070732,6276,Damage,Closed
CL00953,S039468,657,Damage,Under Review
CL00954,S004122,5191,Customs Issue,Under Review
CL00955,S089817,9706,Damage,Open
CL00956,S095854,10172,Late Delivery,Open
CL00957,S027761,8479,Late Delivery,Closed
CL00958,S051657,9157,Late Delivery,Open
CL00959,S074749,2759,Lost Container,Open
CL00960,S008341,12012,Lost Container,Under Review
CL00961,S099186,12253,Customs Issue,Open
CL00962,S048647,5124,Damage,Closed
CL00963,S080867,2515,Lost Container,Closed
CL00964,S049394,14642,Customs Issue,Open
CL00965,S079003,12842,Customs Issue,Open
CL00966,S090287,4742,Damage,Open
CL00967,S036046,10922,Lost Container,Open
CL00968,S016193,5950,Late Delivery,Under Review
CL00969,S085089,2316,Customs Issue,Open
CL00970,S021555,12572,Customs Issue,Closed
CL00971,S084989,12813,Late Delivery,Closed
CL00972,S016339,10818,Lost Container,Under Review
CL00973,S046522,3372,Late Delivery,Closed
CL00974,S025691,4580,Late Delivery,Closed
CL00975,S014499,13444,Damage,Under Review
CL00976,S080188,2964,Damage,Under Review
CL00977,S007271,6624,Late Delivery,Open
CL00978,S021768,939,Lost Container,Open
CL00979,S037456,2076,Lost Container,Closed
CL00980,S083364,2906,Lost Container,Closed
CL00981,S007827,10921,Damage,Open
CL00982,S000463,14733,Lost Container,Open
CL00983,S007971,2865,Damage,Open
CL00984,S009934,3755,Customs Issue,Closed
CL00985,S043774,2867,Lost Container,Under Review
CL00986,S054482,12956,Customs Issue,Closed
CL00987,S014738,5207,Customs Issue,Closed
CL00988,S036307,6694,Customs Issue,Closed
CL00989,S043724,3408,Customs Issue,Open
CL00990,S012178,10205,Customs Issue,Closed
CL00991,S085422,4333,Damage,Closed
CL00992,S026242,13761,Damage,Closed
CL00993,S037186,13809,Lost Container,Open
CL00994,S077055,14379,Late Delivery,Under Review
CL00995,S062443,5130,Late Delivery,Closed
CL00996,S084144,4297,Customs Issue,Closed
CL00997,S034611,10514,Customs Issue,Under Review
CL00998,S060180,10187,Late Delivery,Closed
CL00999,S084857,11127,Lost Container,Under Review
CL01000,S053749,13654,Customs Issue,Under Review
CL01001,S062814,12985,Late Delivery,Under Review
CL01002,S069738,2456,Lost Container,Under Review
CL01003,S060174,8513,Damage,Under Review
CL01004,S046837,5549,Late Delivery,Closed
CL01005,S038523,8716,Late Delivery,Closed
CL01006,S097975,6953,Damage,Under Review
CL01007,S049008,9856,Customs Issue,Under Review
CL01008,S038033,10654,Customs Issue,Under Review
CL01009,S087334,8614,Lost Container,Open
CL01010,S009194,3018,Lost Container,Closed
CL01011,S065055,7052,Late Delivery,Under Review
CL01012,S050759,13877,Customs Issue,Closed
CL01013,S057057,8704,Damage,Open
CL01014,S056967,1660,Lost Container,Under Review
CL01015,S072602,7380,Lost Container,Under Review
CL01016,S066158,2451,Damage,Closed
CL01017,S043355,9808,Customs Issue,Under Review
CL01018,S049173,11169,Customs Issue,Under Review
CL01019,S032770,14125,Late Delivery,Open
CL01020,S031446,5488,Damage,Closed
CL01021,S004843,11843,Lost Container,Under Review
CL01022,S041746,6724,Lost Container,Open
CL01023,S051321,8110,Late Delivery,Under Review
CL01024,S054308,12591,Customs Issue,Open
CL01025,S093460,6883,Late Delivery,Under Review
CL01026,S061142,14481,Late Delivery,Under Review
CL01027,S085145,3064,Customs Issue,Closed
CL01028,S040897,9123,Damage,Under Review
CL01029,S003171,11933,Lost Container,Under Review
CL01030,S019682,4488,Customs Issue,Closed
CL01031,S074560,5911,Customs Issue,Under Review
CL01032,S070231,1950,Damage,Closed
CL01033,S005875,4196,Damage,Open
CL01034,S083869,2556,Late Delivery,Open
CL01035,S038857,8514,Damage,Under Review
CL01036,S029906,12725,Damage,Closed
CL01037,S012045,2288,Late Delivery,Under Review
CL01038,S023487,4867,Damage,Closed
CL01039,S096341,13995,Lost Container,Under Review
CL01040,S082559,13016,Customs Issue,Closed
CL01041,S063763,4336,Lost Container,Closed
CL01042,S046676,7436,Damage,Open
CL01043,S046537,5761,Customs Issue,Open
CL01044,S043754,1291,Customs Issue,Open
CL01045,S028192,11861,Late Delivery,Under Review
CL01046,S015003,9364,Late Delivery,Open
CL01047,S091550,5528,Customs Issue,Under Review
CL01048,S073928,1372,Late Delivery,Closed
CL01049,S027679,14174,Customs Issue,Closed
CL01050,S025853,11472,Lost Container,Closed
CL01051,S040229,5322,Customs Issue,Open
CL01052,S041845,12519,Lost Container,Closed
CL01053,S002728,11606,Customs Issue,Open
CL01054,S072817,9580,Late Delivery,Open
CL01055,S099114,13790,Damage,Closed
CL01056,S091394,13305,Late Delivery,Under Review
CL01057,S065024,8454,Lost Container,Open
CL01058,S051858,1178,Customs Issue,Closed
CL01059,S031268,12479,Customs Issue,Closed
CL01060,S031021,570,Customs Issue,Closed
CL01061,S058692,1819,Customs Issue,Closed
CL01062,S097055,6413,Customs Issue,Closed
CL01063,S029436,3598,Lost Container,Closed
CL01064,S071354,9578,Customs Issue,Closed
CL01065,S030573,9982,Customs Issue,Open
CL01066,S059313,9657,Customs Issue,Open
CL01067,S037616,9597,Lost Container,Closed
